FoutCode;Veroorzaker;Toelichting;XSD-Klasse;Attribuut;tagNaam;Controleregel;Foutmelding;Verklaring;Request for Change;Oplossing
"hyp_par_045";"";"";"IMKAD_ZakelijkRecht";"rechthebbende";"";"Mag niet aanwezig / ingevuld zijn";"{ZakelijkRecht} {vlgnr} {rechthebbende} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG042";"N";"AA bijlage NV mist";"";"";"";"Bijlage notariële verklaring ontbreekt";"Bijlage notariële verklaring ontbreekt";"";"";"Bijlage notariële verklaring ontbreekt"
"dhy_058";"";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"RNIIdentificatie";"";"Wordt niet gebruikt in het modeldocument, maar is wel toegestaan";" Wordt niet gebruikt in het modeldocument, maar is wel toegestaan";"j";"";""
"GG001";"K";"";"";"";"";"Gemeente niet bekend in waardelijst";"Gemeente niet bekend in waardelijst";"";"";"Gemeente niet bekend in waardelijst"
"GG002";"K";"";"";"";"";"Zetel niet bekend in waardelijst";"Zetel niet bekend in waardelijst";"";"";"Zetel niet bekend in waardelijst"
"GG079";"K";"";"";"";"";"Waarde  k_Eigendom  niet toegestaan als keuzetekst.";"Waarde  k_Eigendom  niet toegestaan als keuzetekst.";"";"";"Waarde  k_Eigendom  niet toegestaan als keuzetekst."
"GG080";"K";"";"";"";"";"Waarde  false  is niet toegestaan voor keuzetekst  k_NaderTeOmschrijven .";"Waarde  false  is niet toegestaan voor keuzetekst  k_NaderTeOmschrijven .";"";"";"Waarde  false  is niet toegestaan voor keuzetekst  k_NaderTeOmschrijven ."
"GG081";"";"";"";"";"";"Naam bevat niet toegestane tekst.";"Naam bevat niet toegestane tekst.";"";"";"Naam bevat niet toegestane tekst."
"GG082";"N";"";"";"";"";"XML-PDF verschil. Tekstblok gevolmachtigde.";"XML-PDF verschil. Tekstblok gevolmachtigde.";"";"";"XML-PDF verschil. Tekstblok gevolmachtigde."
"GG083";"S";"";"";"";"";"Foutieve spatie achter koopsom";"Foutieve spatie achter koopsom";"";"";"Foutieve spatie achter koopsom"
"hyp_wlu_059";"";"";"IMKAD_ZakelijkRecht/IMKAD_Appartementsrecht";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Appartementsrecht} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan bij appartementsrecht";"";"";""
"hyp_wlu_067";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"tia_PartijOnderdeel";"";"Mag niet aanwezig / ingevuld zijn indien aanduidingPartij ongelijk aan  Aanduiding per persoon";"{Persoon} {vlgnr} {PartijOnderdeel} {2800} {Waarschuwing} - Rubriek niet toegestaan indien aanduidingPartij ongelijk aan  Aanduiding per persoon";"";"";""
"aav_e_084";"W";"";"StukdeelNotarieleVerklaring";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelNotarieleVerklaring} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_088";"W";"";"StukdeelKwalitatieveVerplichting";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKwalitatieveVerplichting} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_089";"W";"";"StukdeelLevering";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelLevering} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_090";"W";"";"StukdeelMandeligheid";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelMandeligheid} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"GG204";"K";"";"";"";"";"In het XML bestand staat een extra spatie welke er niet moet staan";"In het XML bestand staat een extra spatie welke er niet moet staan";"";"";"In het XML bestand staat een extra spatie welke er niet moet staan"
"117";"N";"";"";"";"";"Domiciliekeuze moet ingevuld zijn wanneer minimaal 1 partij een buitenlandse woonlocatie heeft.";"Domiciliekeuze moet ingevuld zijn wanneer minimaal 1 partij een buitenlandse woonlocatie heeft.";"Domiciliekeuze moet ingevuld zijn wanneer minimaal 1 partij een buitenlandse woonlocatie heeft.";"";"IMKAD_AangebodenStuk ,  117|Domiciliekeuze moet ingevuld zijn wanneer minimaal 1 partij een buitenlandse woonlocatie heeft."
"GG205";"K";"";"";"";"";"Fout van het Kadaster. Aangeleverde PDF controle begint op pagina 2.";"Fout van het Kadaster. Aangeleverde PDF controle begint op pagina 2.";"";"";"Fout van het Kadaster. Aangeleverde PDF controle begint op pagina 2."
"GG054";"N";"AAGVW";"";"";"";"Gebruikersvoorwaarden niet ondertekend";"Gebruikersvoorwaarden niet ondertekend";"";"";"Gebruikersvoorwaarden niet ondertekend"
"GG055";"K";"AAGVWO";"";"";"";"Controle ondertekenaar (meerdere resultaten ondertekenaar)";"Controle ondertekenaar (meerdere resultaten ondertekenaar)";"";"";"Controle ondertekenaar (meerdere resultaten ondertekenaar)"
"GG056";"K";"AATech";"";"";"";"AA Uitval technisch";"AA Uitval technisch";"";"";"AA Uitval technisch"
"GG245";"S";"";"";"";"";"XML-PDF verschil keuzeblok koop-levering";"XML-PDF verschil keuzeblok koop-levering";"";"";"XML-PDF verschil keuzeblok koop-levering"
"hyp_mon_049d";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"tia_PartijOnderdeel";"";"Alleen de volgende waarden zijn toegestaan: ‘de Schuldenaar en/of de Hypotheekgever’,  de Schuldenaar ,  de Hypotheekgever";"{Persoon} {vlgnr} {PartijOnderdeel} {2800} {Waarschuwing} - Waarde    niet toegestaan";"";"";""
"lev_058";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"IndGezamenlijkeToekomstigeWoonlocatie";"";"Mag niet aanwezig / ingevuld zijn bij een GerelateerdPersoon met rol =  bestuurder";"{GerelateerdPersoon} {vlgnr} {IndGezamenlijkeToekomstigeWoonlocatie} {2800} {Waarschuwing} - Rubriek niet toegestaan bij bestuurder";"";"";""
"dhy_042";"";"";"IMKAD_ZakelijkRecht/Schip";"";"";"Mag niet aanwezig / ingevuld zijn";"{Schip} {vlgnr} {alle} {2800} {Teveel} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_007";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Initialen";"";"Mag niet aanwezig / ingevuld zijn";"{Ondertekenaar} {vlgnr} {Initialen} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_mon_007a";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_KadGegevensWaarnemerVoor";"";"Mag alleen aanwezig zijn wanneer tia_WaarnemerVoor ook aanwezig is";"{Ondertekenaar} {vlgnr} {KadGegevensWaarnemerVoor} {2800} {Waarschuwing} - Rubriek niet toegestaan indien WaarnemerVoor ontbreekt";"";"";""
"GG304";"N";"";"";"";"";"Verschil XML-PDF erfpachtcanon";"Verschil XML-PDF erfpachtcanon";"Verschil XML-PDF erfpachtcanon";"";"Verschil XML-PDF erfpachtcanon"
"lev_nn_009";"";"";"IMKAD_AangebodenStuk/ondertekenaar";"tia_Aard";"";"Alleen de volgende waarden zijn toegestaan:  notaris ,  waarnemer notaris";"{ondertekenaar} {vlgnr} {Aard} {2800} {Waarschuwing} - Waarde    niet toegestaan";"";"";""
"lev_024e";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"aard";"";"Mag niet aanwezig / ingevuld";"{Verklaarder} {vlgnr} {Aard} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_025";"";"";"IMKAD_AangebodenStuk/tia_Verklaarder";"verklaringBestuursorgaan";"";"Mag niet aanwezig / ingevuld zijn";"{Verklaarder} {vlgnr} {VerklaringBestuursorgaan} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"notv_036d";"";"";"StukdeelVerdelingGemeenschap";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelVerdelingGemeenschap} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_001";"W";"";"IMKAD_Aangeboden stuk";"tia_TekstKeuze";"";"Alleen de volgende waarden zijn toegestaan: k_Dagaanduiding, k_OndertekenaarPlaatsaanduiding, k_VerklaarderPlaatsaanduiding, k_TijdOndertekening, k_TitelHypotheek, k_WoonplaatsKeuze, k_HandelendAls, k_MeervoudVolmachten";"{AangebodenStuk} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"";"";"Bug, in november release gefixt - bevinding AA-219"
"hyp_rab_002";"";"";"IMKAD_Aangeboden stuk";"tia_WoonplaatsKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {WoonplaatsKeuze} {2800} {Fout} - Rubriek niet toegestaan voor dit modeldocument";"Consequentie voor registratie: 
Er kan een woonplaatskeuze worden geregistreerd die niet overeenkomt met de woonplaatskeuze in de akte.";"";""
"hyp_rab_003";"";"";"IMKAD_Aangeboden stuk";"tia_AantalOnderhandseAktenVolmacht";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {AantalOnderhandseAktenVolmacht} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"292";"K";"";"Vervreemder en verkrijger mogen niet gelijk zijn";"Vervreemder en verkrijger mogen niet gelijk zijn";"";"Vervreemder en verkrijger mogen niet gelijk zijn";"Vervreemder en verkrijger mogen niet gelijk zijn";"Vervreemder en verkrijger mogen niet gelijk zijn";"";"Vervreemder en verkrijger mogen niet gelijk zijn"
"GG139";"S";"";"";"";"";"Spatie verschil XML-PDF. Er is een spatie zichtbaar in de PDF welke niet zichtbaar is in het XML-bestand";"Spatie verschil XML-PDF. Er is een spatie zichtbaar in de PDF welke niet zichtbaar is in het XML-bestand";"Spatie verschil XML-PDF. Er is een spatie zichtbaar in de PDF welke niet zichtbaar is in het XML-bestand";"";"Spatie verschil XML-PDF. Er is een spatie zichtbaar in de PDF welke niet zichtbaar is in het XML-bestand"
"GG140";"K";"";"";"";"";"PB stuk";"PB stuk";"";"";"PB stuk"
"lev_nn_007";"";"";"IMKAD_AangebodenStuk";"tia_OmschrijvingZaak";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {OmschrijvingZaak} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_008";"";"";"IMKAD_AangebodenStuk";"Gevolmachtigde";"";"Mag niet aanwezig / ingevuld zijn";"{AangebodenStuk} {vlgnr} {Gevolmachtigde} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_flo_019b";"W";"";"StukdeelNotarieleVerklaring";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelNotarieleVerklaring} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_059";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:   k_BurgerlijkeStaatTekst, k_BurgerlijkeStaatTekstPartners, k_Kantoorhoudende, k_KantoorhoudendeLidwoord, k_KvK, k_Statutair, k_VennootMaat, k_VoorZich, k_RolVennootMaat";"{Persoon} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"Consequentie voor opmaak:
Postadres wordt indien in XML aanwezig in de akte getoond.";"";""
"lev_060";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon";"tekstKeuze";"";"Alleen de volgende waarde is toegestaan: k_KeuzeblokVariant";"{GerelateerdPersoon} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"Consequentie voor opmaak:
Postadres wordt indien in XML aanwezig in de akte getoond.";"";""
"hyp_flo_025";"W";"";"StukdeelBeslag";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelBeslag} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_051";"";"";"StukdeelDoorhalingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelDoorhalingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"109";"N";"";"";"";"";"Datum ondertekening mag niet in de toekomst liggen.";"Datum ondertekening mag niet in de toekomst liggen.";"Datum ondertekening mag niet in de toekomst liggen.";"";"Datum ondertekening mag niet in de toekomst liggen."
"090B";"N";"";"";"";"";"Waarde van het land is onacceptabel voor waardelijst land-kodes-actueel";"Waarde van het land is onacceptabel voor waardelijst land-kodes-actueel";"Waarde van het land is onacceptabel voor waardelijst land-kodes-actueel";"";"Waarde van het land is onacceptabel voor waardelijst land-kodes-actueel"
"hyp_aab_1211";"W";"";"IMKAD_AangebodenStuk/Partij";"Partij";"";"Mag niet aanwezig / ingevuld zijn";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"{2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument.";"MD Levering";"Mag niet aanwezig / ingevuld zijn"
"hyp_aab_1303";"S";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/persoonGegevens";"geslacht";"";"Moet ingevuld zijn";"{2800} {Fout} - Rubriek verplicht voor dit modeldocument.";"Consequenties voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"TB Natuurlijk Persoon";"Moet ingevuld zijn"
"hyp_aab_1305";"W";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/persoonGegevens";"tia_TekstKeuze";"";"Alleen de volgende waarde is toegestaan:  
k_Professor";"{2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst.";"Consequentie voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"TB Natuurlijk Persoon
/TB Personalia Nat Pers";"Alleen de volgende waarde is toegestaan:  
k_Professor"
"GG268";"S";"";"";"";"";"XML-PDF verschil, titel van de verkoper staat niet in de PDF wel in het XML-bestand";"XML-PDF verschil, titel van de verkoper staat niet in de PDF wel in het XML-bestand";"XML-PDF verschil, titel van de verkoper staat niet in de PDF wel in het XML-bestand";"";"XML-PDF verschil, titel van de verkoper staat niet in de PDF wel in het XML-bestand"
"lev_nn_088";"";"";"StukdeelErfdienstbaarheid/IMKAD_AantekeningKadastraalObject";"aard";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_AantekeningKadastraalObject} {vlgnr} {Aard} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_132";"";"";"IMKAD_AangebodenStuk/Partij/IMKAD_Persoon/GerelateerdPersoon/IMKAD_Persoon";"tia_TekstKeuze";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_Persoon} {vlgnr} {Tekstkeuze} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_033";"";"";"StukdeelKoop";"IMKAD_AantekeningKadastraalObject";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoop} {vlgnr} {AantekeningKadastraalobject} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"Consequentie voor MID:
Doorhalen Koop wordt niet (correct) getoond.
Consequentie voor opmaak:
StukdeelKoop met Volgnummer dat andere waarde heeft wordt niet correct getoond.";"";""
"hyp_wlu_088";"";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_LandStatutaireZetel";"";"Mag niet aanwezig / ingevuld zijn in combinatie met IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’)";"{Rechtspersoon} {vlgnr} {LandStatutaireZetel} {2800} {Fout} - Rubriek niet toegestaan bij keuzetekst  aldaar kantoorhoudende";"Consequentie voor opmaak:
Adres (buitenlands) achter  en aldaar kantoorhoudende aan  ontbreekt.";"";""
"hyp_wlu_089";"K";"";"IMKAD_Persoon/tia_Gegevens/NHR_Rechtspersoon";"tia_StatutaireZetel";"";"Indien IMKAD_Persoon/tia_TekstKeuze/tagNaam (‘k_Kantoorhoudende’)/tekst(‘en aldaar kantoorhoudende aan’), dan moet tia_StatutaireZetel gelijk zijn aan IMKAD_Persoon//IMKAD_WoonlocatiePersoon/adres/binnenlandsAdres/woonplaatsNaam";"{Rechtspersoon} {vlgnr} {StatutaireZetel} {2800} {Fout} - Rubriek moet gelijk zijn aan woonplaatsnaam bij keuzetekst  aldaar kantoorhoudende";"Consequenties voor opmaak:
Tekst in akte klopt niet; zetel en woonplaats verschillen.";"";""
"hyp_wlu_025";"";"";"StukdeelKoop";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelKoop} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_162";"";"";"IMKAD_AangebodenStuk/Partij/Gevolmachtigde/gegevens/persoonGegevens";"geslacht";"";"Moet ingevuld zijn";"{Gevolmachtigde} {vlgnr} {Geslacht} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"Consequentie voor opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"";""
"GG190";"S";"";"";"";"";"XML-PDF verschil. Er staat een onterechte spatie";"XML-PDF verschil. Er staat een onterechte spatie";"";"";"XML-PDF verschil. Er staat een onterechte spatie"
"GG191";"S";"";"";"";"";"XML-PDF verschil. Er staat geen spatie waar dit wel moet";"XML-PDF verschil. Er staat geen spatie waar dit wel moet";"";"";"XML-PDF verschil. Er staat geen spatie waar dit wel moet"
"GG192";"S";"";"";"";"";"Spatiefout. Er wordt een spatie herkend die er niet moet staan";"Spatiefout. Er wordt een spatie herkend die er niet moet staan";"";"";"Spatiefout. Er wordt een spatie herkend die er niet moet staan"
"GG193";"S";"";"";"";"";"Spatiefout. Er wordt geen spatie herkend, waar deze wel moet staan.";"Spatiefout. Er wordt geen spatie herkend, waar deze wel moet staan.";"";"";"Spatiefout. Er wordt geen spatie herkend, waar deze wel moet staan."
"GG184";"K";"";"";"";"";"XML-PDF verschil opsomming comparitie";"XML-PDF verschil opsomming comparitie";"";"";"XML-PDF verschil opsomming comparitie"
"GG185";"N";"";"";"";"";"Foutief gebruik veld appartementsindex";"Foutief gebruik veld appartementsindex";"";"";"Foutief gebruik veld appartementsindex"
"dhy_039";"";"";"IMKAD_ZakelijkRecht/IMKAD_Perceel";"tia_aantalTekeningen";"";"Mag niet aanwezig / ingevuld zijn";"{Perceel} {vlgnr} {aantalTekeningen} {2800} {Teveel} - Rubriek niet toegestaan bij perceel";"j";"";""
"dhy_039b";"";"";"IMKAD_ZakelijkRecht/IMKAD_Perceel";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Perceel} {vlgnr} {TekstKeuze} {2800} {Teveel} - Rubriek niet toegestaan bij perceel";"";"";""
"dhy_039c";"";"";"IMKAD_ZakelijkRecht/IMKAD_Appartementsrecht";"tia_Tekstkeuze";"";"Mag niet aanwezig / ingevuld zijn";"{Appartementsrecht} {vlgnr} {TekstKeuze} {2800} {Teveel} - Rubriek niet toegestaan bij appartementsrecht";"";"";""
"lev_nn_077";"";"";"StukdeelKwalitatieveVerplichting/IMKAD_AantekeningKadastraalObject";"aard";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_AantekeningKadastraalObject} {vlgnr} {Aard} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"lev_nn_089";"";"";"StukdeelErfdienstbaarheid/IMKAD_AantekeningKadastraalObject";"tenBehoeveVan";"";"Mag niet aanwezig / ingevuld zijn";"{IMKAD_AantekeningKadastraalObject} {vlgnr} {TenBehoeveVan} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_043";"W";"";"IMKAD_ZakelijkRecht/IMKAD_Perceel";"IMKAD_Kadastrale aanduiding/ appartementsindex";"";"Mag niet aanwezig / ingevuld zijn";"{Perceel} {vlgnr} {appartementsindex} {2800} {Waarschuwing} - Rubriek niet toegestaan bij perceel";"Rubriek appartementsindex niet toegestaan bij perceel.";"";"Rubriek appartementsindex niet toegestaan bij perceel."
"hyp_par_033";"";"";"StukdeelHandhavingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHandhavingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_029";"";"";"StukdeelDoorhalingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelDoorhalingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_rab_030";"";"";"StukdeelHandhavingPR_Beperking";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelHandhavingPR_Beperking} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"hyp_ing_030f";"";"";"StukdeelErfpachtcanonTijdelijkAfgekocht";"";"";"Mag niet aanwezig / ingevuld zijn";"{StukdeelErfpachtcanonTijdelijkAfgekocht} {vlgnr} {alle} {2800} {Waarschuwing} - Rubriek niet toegestaan voor dit modeldocument";"";"";""
"aav_e_051";"";"";"IMKAD_AangebodenStuk/StukdeelVerdelingHuwelijk";"plaatsRechtbank";"";"Moet ingevuld zijn";"{VerdelingHuwelijk} {vlgnr} {plaatsRechtbank} {2800} {Fout} - Rubriek verplicht voor dit modeldocument";"";"";""
"GG087";"K";"";"";"";"";"Er is geen (eenduidig) adres gevonden voor";"Er is geen (eenduidig) adres gevonden voor";"";"";"Er is geen (eenduidig) adres gevonden voor"
"GG088";"S";"";"";"";"";"Er ontbreekt een spatie in de PDF";"Er ontbreekt een spatie in de PDF";"";"";"Er ontbreekt een spatie in de PDF"
"GG089";"N";"";"";"";"";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht.";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht.";"";"";"Partij  rechthebbenden  moet aanwezig zijn bij afstand hypotheekrecht."
"GG090";"N";"";"";"";"";"Reeks moet ingevuld zijn als deel kleiner of gelijk 50000.";"Reeks moet ingevuld zijn als deel kleiner of gelijk 50000.";"";"";"Reeks moet ingevuld zijn als deel kleiner of gelijk 50000."
"GG091";"N";"";"";"";"";"Datum ondertekening moet in het verleden liggen.";"Datum ondertekening moet in het verleden liggen.";"";"";"Datum ondertekening moet in het verleden liggen."
"GG092";"N";"";"";"";"";"Datum koopovereenkomst moet in het verleden liggen.";"Datum koopovereenkomst moet in het verleden liggen.";"";"";"Datum koopovereenkomst moet in het verleden liggen."
"aav_e_041";"W";"";"IMKAD_Persoon/tia_Gegevens/IMKAD_NietIngezetene";"tia_Tekstkeuze";"";"Alleen de volgende waarde is toegestaan:  k_Professor";"{NietIngezetene} {vlgnr} {TekstKeuze} {2800} {Waarschuwing} - Waarde    niet toegestaan als keuzetekst";"Consequentie voor MID:
Geslacht wordt niet getoond.
Consequentie voor Opmaak:
Tekst ( de heer  of  mevrouw ) wordt niet vermeld in de akte.";"";""
